#;Cluster;Pixels;%;HEX;Swatch;Red;Green;Blue;Hue;Saturation;Value;Lightness;Green-Red;Blue-Yellow;Name
1311;3;11967;3,99;#E4C69F;;228;198;159;33;30;89;81,5;4,9;23,5;light orange
1312;4;69699;23,27;#42522F;;66;82;47;87;42;32;32,7;-13,3;18,5;dark yellow-green
1312;1;60578;20,22;#352F30;;53;47;48;350;11;20;20,1;2,9;0,3;dark red
1312;3;54517;18,2;#ABCDFB;;171;205;251;214;31;98;81,4;-0,8;-26,2;light blue-cyan
1312;2;49355;16,48;#A29A8E;;162;154;142;36;12;63;64;0,8;7,3;pale orange
1312;6;48697;16,26;#675F5D;;103;95;93;12;9;40;41;2,8;2,3;pale red
1312;5;16722;5,58;#EAEFF5;;234;239;245;212;4;96;94,2;-0,6;-3,5;white
1313;1;79965;26,73;#8B7F44;;139;127;68;49;51;54;53;-3,8;33,5;yellow-orange
1313;3;57210;19,12;#5A5221;;90;82;33;51;63;35;34,6;-3,7;29,4;dark yellow-orange
1313;4;46905;15,68;#6088BE;;96;136;190;214;49;74;55,9;1,3;-32,5;blue-cyan
1313;2;45060;15,06;#97BDE5;;151;189;229;210;34;89;75,2;-3,2;-24;light blue-cyan
1313;5;35426;11,84;#20201B;;32;32;27;60;15;12;12,1;-1,2;3,4;very dark yellow
1313;6;34643;11,58;#8C827A;;140;130;122;26;12;54;55;2,3;5,7;pale red-orange
1314;6;88391;29,55;#18160E;;24;22;14;48;41;9;7,2;-0,7;4,9;very dark yellow-orange
1314;2;74077;24,77;#343223;;52;50;35;52;32;20;20,6;-2,1;9,9;dark yellow-orange
1314;1;40574;13,57;#EFEEF1;;239;238;241;260;1;94;94,2;0,9;-1,3;white
1314;5;40139;13,42;#8EA5CD;;142;165;205;218;30;80;67,3;1,3;-23;blue-cyan
1314;3;36017;12,04;#45596D;;69;89;109;210;36;42;37;-2,2;-13,9;blue-cyan
1314;4;19896;6,65;#A08F83;;160;143;131;24;18;62;60,6;4,3;8,7;pale red-orange
1315;2;96654;32,26;#15170F;;21;23;15;75;34;9;7,3;-2,7;4,4;very dark yellow-green
1315;1;94890;31,68;#313211;;49;50;17;61;66;19;19,9;-6,1;20,5;very dark yellow
1315;4;83941;28,02;#584A1D;;88;74;29;45;67;34;31,9;-0,2;28,4;dark yellow-orange
1315;5;15728;5,25;#AF6C3E;;175;108;62;24;64;68;52,1;22,3;36,5;red-orange
1315;3;4883;1,63;#EAC946;;234;201;70;47;70;91;81,7;-2,1;66,6;yellow-orange
1315;6;3472;1,16;#D0CFAE;;208;207;174;58;16;81;82,4;-5,2;16,6;pale yellow-orange
1316;3;62259;20,78;#44668A;;68;102;138;210;50;54;42,1;-1,6;-23,7;blue-cyan
1316;2;61675;20,59;#649ADD;;100;154;221;213;54;86;62,5;1,4;-39,5;blue-cyan
1316;6;55433;18,5;#11393F;;17;57;63;187;73;24;21,6;-11,6;-7,8;dark cyan
1316;5;49139;16,4;#90B7D9;;144;183;217;207;33;85;72,8;-4,9;-21,3;light blue-cyan
1316;1;41546;13,87;#1B1916;;27;25;22;36;18;10;8,9;0,3;2,4;very dark orange
1316;4;29516;9,85;#817468;;129;116;104;28;19;50;49,7;2,9;8,5;pale red-orange
1317;1;102475;34,21;#C2C2C4;;194;194;196;240;1;76;78,5;0,4;-1;light grey
1317;5;52992;17,69;#A3A3A6;;163;163;166;240;1;65;67,1;0,6;-1,6;light grey
1317;3;52804;17,63;#7B7E83;;123;126;131;217;6;51;52,7;-0,1;-3,1;grey
1317;2;49170;16,41;#45411B;;69;65;27;54;60;27;27,1;-4,3;23,5;dark yellow-orange
1317;6;22733;7,59;#5A544D;;90;84;77;32;14;35;36,1;1,1;5;dark orange
1317;4;19394;6,47;#241A11;;36;26;17;28;52;14;10,2;3,4;7,7;very dark red-orange
1318;4;120968;40,47;#10100B;;16;16;11;60;31;6;4,6;-0,8;2,3;very dark yellow
1318;3;59454;19,89;#606775;;96;103;117;220;17;45;43,5;0,5;-8,7;pale blue-cyan
1318;2;40293;13,48;#282A30;;40;42;48;225;16;18;17,1;0,7;-4,2;very dark blue
1318;6;36483;12,2;#878993;;135;137;147;230;8;57;57,2;1,3;-5,6;pale blue
1318;1;27490;9,2;#B3B1B1;;179;177;177;0;1;70;72,4;0,7;0,2;light grey
1318;5;14254;4,77;#E2DED7;;226;222;215;38;4;88;88,6;0,1;3,9;very light grey
1319;3;70708;23,6;#CCD7E1;;204;215;225;208;9;88;85,4;-1,8;-6,2;pale blue-cyan
1319;1;58871;19,65;#91948E;;145;148;142;90;4;58;60,9;-2,2;2,8;grey
1319;6;57660;19,25;#4D5C2E;;77;92;46;79;50;36;36,8;-14,3;24,5;dark yellow-green
1319;2;46453;15,51;#3B3A25;;59;58;37;57;37;23;24;-3,6;13,2;dark yellow-orange
1319;5;36832;12,3;#1C1C10;;28;28;16;60;42;11;9,9;-2,6;7,7;very dark yellow
1319;4;29044;9,7;#615E4D;;97;94;77;51;20;38;39,7;-2;10,2;pale yellow-orange
1320;6;78221;26,11;#B7AB9E;;183;171;158;31;13;71;70,6;2,1;8,2;pale orange
1320;4;63738;21,28;#749ED3;;116;158;211;213;45;82;64,1;-0,2;-31,5;blue-cyan
1320;1;50413;16,83;#57718D;;87;113;141;211;38;55;46,7;-2;-18,3;blue-cyan
1320;3;49300;16,46;#25323D;;37;50;61;207;39;23;20,1;-2,1;-8,7;dark blue-cyan
1320;2;44925;15;#D9D5D2;;217;213;210;25;3;85;85,5;0,8;2;very light grey
1320;5;12971;4,33;#73695F;;115;105;95;30;17;45;45;2,1;7;pale red-orange
1321;5;88307;29,44;#DAD7D4;;218;215;212;30;2;85;86,1;0,5;1,8;very light grey
1321;1;64596;21,54;#554F51;;85;79;81;340;7;33;34,2;2,9;-0,3;dark grey
1321;3;57511;19,18;#2F2F20;;47;47;32;60;31;18;19;-3,1;9,7;very dark yellow
1321;6;49295;16,44;#141311;;20;19;17;40;15;7;5,9;0;1,3;very dark orange
1321;2;25579;8,53;#998B81;;153;139;129;25;15;60;58,8;3,5;7,2;pale red-orange
1321;4;14622;4,88;#A4693C;;164;105;60;26;63;64;49,9;19,1;34,7;red-orange
1322;1;122850;41,06;#C9C8CF;;201;200;207;248;3;81;80,9;1,6;-3,4;very light grey
1322;4;45557;15,23;#6F7578;;111;117;120;200;7;47;48,8;-1,6;-2,4;grey
1322;2;41865;13,99;#555D60;;85;93;96;196;11;37;38,9;-2,4;-2,8;dark blue-cyan
1322;5;37527;12,54;#3C4648;;60;70;72;190;16;28;28,9;-3,5;-2,6;dark cyan
1322;3;33308;11,13;#243030;;36;48;48;180;25;18;18,8;-5;-1,7;very dark cyan
1322;6;18102;6,05;#545F72;;84;95;114;218;26;44;40,1;0,4;-12,1;blue-cyan
1323;3;63121;21,07;#C8D3E0;;200;211;224;212;10;87;84,1;-1,2;-7,7;pale blue-cyan
1323;1;60731;20,27;#454036;;69;64;54;40;21;27;27,3;0,2;6,9;dark orange
1323;5;60638;20,24;#1D1A16;;29;26;22;34;24;11;9,5;0,6;3,3;very dark orange
1323;2;57257;19,11;#859FC5;;133;159;197;215;32;77;64,8;0;-22,5;blue-cyan
1323;4;31028;10,36;#8F534E;;143;83;78;4;45;56;42,1;24,4;13,7;red
1323;6;26793;8,94;#837B6F;;131;123;111;36;15;51;52;0,9;7,7;pale orange
1324;3;81865;27,33;#454A47;;69;74;71;144;6;29;30,9;-2,7;1,1;dark grey
1324;5;58054;19,38;#616464;;97;100;100;180;3;39;42,1;-1,2;-0,4;dark grey
1324;1;51668;17,25;#7D7F82;;125;127;130;216;3;51;53,1;-0,1;-1,9;grey
1324;2;50927;17;#BFBEC2;;191;190;194;255;2;76;77,2;1,1;-1,9;light grey
1324;4;48489;16,19;#9C9CA0;;156;156;160;240;2;62;64,5;0,8;-2,1;light grey
1324;6;8565;2,86;#F7F4F1;;247;244;241;30;2;96;96,3;0,5;1,8;white
1325;1;76132;25,41;#B6CFE7;;182;207;231;209;21;90;82;-3,3;-14,6;pale blue-cyan
1325;2;55794;18,62;#5B5A58;;91;90;88;40;3;35;38,3;0;1,3;dark grey
1325;3;53429;17,84;#8A99A0;;138;153;160;199;13;62;62,3;-3,8;-5,5;pale blue-cyan
1325;6;49866;16,65;#827D80;;130;125;128;324;3;51;52,9;2,5;-1;grey
1325;4;40400;13,49;#4F7083;;79;112;131;201;39;51;45,5;-6,6;-14,2;blue-cyan
1325;5;23947;7,99;#3B3E42;;59;62;66;214;10;25;26,1;-0,3;-2,9;dark blue-cyan
1326;3;87517;29,21;#E3EEF5;;227;238;245;203;7;96;93,5;-2,3;-4,6;white
1326;6;58715;19,6;#72858E;;114;133;142;199;19;55;54,3;-4,8;-7,1;pale blue-cyan
1326;2;50628;16,9;#2D3D36;;45;61;54;153;26;23;24,2;-8,3;2,2;dark blue-green
1326;4;48976;16,35;#4C6060;;76;96;96;180;20;37;39,2;-7,5;-2,5;dark cyan
1326;1;43652;14,57;#95A9AF;;149;169;175;193;14;68;67,9;-5,7;-5,4;pale cyan
1326;5;10080;3,36;#11223F;;17;34;63;217;73;24;13,4;4,2;-20,6;dark blue-cyan
1327;2;72604;24,24;#31281C;;49;40;28;34;42;19;16,8;2;9,5;very dark orange
1327;4;66006;22,03;#624E35;;98;78;53;33;45;38;34,6;4,6;18;orange
1327;1;64915;21,67;#CAD8E7;;202;216;231;211;12;90;85,7;-1,7;-9;pale blue-cyan
1327;6;56004;18,69;#928677;;146;134;119;33;18;57;56,6;1,9;9,7;pale orange
1327;3;28633;9,56;#777E8D;;119;126;141;220;15;55;52,7;0,7;-9;pale blue-cyan
1327;5;11406;3,81;#BE9B55;;190;155;85;40;55;74;65,8;4,5;41,2;orange
1328;3;66033;22,04;#252427;;37;36;39;260;7;15;14,4;1,2;-1,8;very dark grey
1328;5;61107;20,4;#433D38;;67;61;56;27;16;26;26,2;1,6;4;dark red-orange
1328;1;56869;18,98;#605C58;;96;92;88;30;8;37;39,3;0,8;2,9;dark orange
1328;6;54289;18,12;#867E79;;134;126;121;23;9;52;53,4;2,1;3,8;pale red-orange
1328;4;32383;10,81;#ADAEB1;;173;174;177;225;2;69;71,1;0,2;-1,7;light grey
1328;2;28887;9,64;#E7EBF2;;231;235;242;218;4;94;92,9;-0,1;-3,8;white
1329;1;120010;40,06;#717886;;113;120;134;220;15;52;50,3;0,5;-8,5;pale blue-cyan
1329;3;78191;26,1;#8CA0B1;;140;160;177;207;20;69;64,9;-3,2;-11,1;pale blue-cyan
1329;5;34871;11,64;#565555;;86;85;85;0;1;33;36,2;0,4;0,1;dark grey
1329;2;33751;11,27;#211816;;33;24;22;10;33;12;9,3;4,1;3,1;very dark red
1329;6;20931;6,99;#BEB8AB;;190;184;171;41;10;74;74,9;-0,2;7,4;pale orange
1329;4;11814;3,94;#907459;;144;116;89;29;38;56;50,9;7;19,1;red-orange
1330;3;57327;19,17;#1B1411;;27;20;17;18;37;10;7;2,8;2,9;very dark red-orange
1330;6;56018;18,73;#7E7265;;126;114;101;31;19;49;48,8;2,4;8,9;pale orange
1330;1;53225;17,8;#98A5B6;;152;165;182;214;16;71;67,2;-1;-10,3;pale blue-cyan
1330;2;47005;15,72;#AFA18C;;175;161;140;36;20;68;66,9;1,6;12,8;pale orange
1330;4;42930;14,35;#D8DCE5;;216;220;229;221;5;89;87,7;0,3;-4,9;very light grey
1330;5;42580;14,24;#4B4036;;75;64;54;28;28;29;27,9;2,9;7,9;dark red-orange
1331;2;81230;27,15;#71A3E0;;113;163;224;213;49;87;65,8;0;-36;blue-cyan
1331;4;58629;19,59;#2F4667;;47;70;103;215;54;40;29,3;1,6;-22;blue-cyan
1331;6;46630;15,58;#5979A1;;89;121;161;213;44;63;49,9;-0,4;-25;blue-cyan
1331;1;45738;15,29;#655C5B;;101;92;91;6;9;39;39,9;3,4;1,9;pale red
1331;3;41567;13,89;#856D4E;;133;109;78;33;41;52;47,6;4,9;20,9;orange
1331;5;25415;8,49;#D4C4B1;;212;196;177;32;16;83;80;2,5;11,6;pale orange
1332;5;90333;30,15;#BBCBE6;;187;203;230;217;18;90;81,3;0,2;-15,2;pale blue-cyan
1332;2;64612;21,57;#9AA0AE;;154;160;174;222;11;68;65,8;0,7;-8;pale blue-cyan
1332;3;54381;18,15;#18221B;;24;34;27;138;29;13;12,1;-6,3;3,3;very dark blue-green
1332;1;37700;12,58;#414429;;65;68;41;66;39;26;27,9;-6,4;16;dark yellow
1332;4;27784;9,27;#646A75;;100;106;117;218;14;45;44,7;0,2;-6,9;pale blue-cyan
1332;6;24758;8,26;#858161;;133;129;97;53;27;52;53,5;-4;17,9;yellow-orange
1333;2;73894;24,7;#270E04;;39;14;4;17;89;15;6,8;11,8;8,8;very dark red-orange
1333;4;62247;20,8;#4F2408;;79;36;8;23;89;31;19,8;18,1;25,7;dark red-orange
1333;1;57480;19,21;#B9621C;;185;98;28;26;84;72;50,8;30,5;51,7;vivid red-orange
1333;5;54741;18,3;#803F0F;;128;63;15;25;88;50;34,4;24,9;39,3;red-orange
1333;3;40567;13,56;#EF9639;;239;150;57;30;76;93;69,8;26,3;60,2;vivid orange
1333;6;10280;3,44;#FAE88B;;250;232;139;50;44;98;91,6;-6,2;47,3;light yellow-orange
1334;1;89277;29,84;#4A5648;;74;86;72;111;16;33;35,2;-7,8;6,6;dark green
1334;4;74206;24,8;#393E27;;57;62;39;73;37;24;25,1;-6,7;13,5;dark yellow
1334;2;55618;18,59;#60766C;;96;118;108;152;18;46;47,7;-10,3;2,8;pale blue-green
1334;5;47294;15,81;#779C98;;119;156;152;173;23;61;61,6;-13,5;-2,1;pale cyan
1334;6;16412;5,49;#12160C;;18;22;12;84;45;8;6,6;-3,7;4,8;very dark yellow-green
1334;3;16401;5,48;#E5E3D5;;229;227;213;52;7;89;90;-1,7;7,1;very light grey
1335;2;102295;34,19;#C5D1CA;;197;209;202;145;5;82;82,8;-5,4;2,1;very light grey
1335;4;53939;18,03;#90A8B1;;144;168;177;196;18;69;67,4;-6,3;-7,4;pale blue-cyan
1335;1;47715;15,95;#29163C;;41;22;60;270;63;23;11,8;18,7;-20,9;dark blue-violet
1335;6;35047;11,71;#3F3E74;;63;62;116;241;46;45;28,8;15,7;-31;blue
1335;5;32198;10,76;#30252D;;48;37;45;316;22;18;16,2;6,9;-3,3;very dark red-violet
1335;3;28015;9,36;#66789B;;102;120;155;219;34;60;50,2;2,2;-21;blue-cyan
1336;2;62822;20,97;#DEDAD5;;222;218;213;33;4;87;87,2;0,5;2,9;very light grey
1336;6;60436;20,17;#A79F8E;;167;159;142;40;15;65;65,7;-0,1;9,9;pale orange
1336;3;51942;17,34;#222618;;34;38;24;77;36;14;14,4;-4,9;8,7;very dark yellow-green
1336;5;50244;16,77;#9CBFE9;;156;191;233;212;33;91;76,2;-1,9;-24,7;light blue-cyan
1336;4;40291;13,45;#66645D;;102;100;93;46;8;40;42,4;-0,6;4,2;pale yellow-orange
1336;1;33833;11,29;#5D623B;;93;98;59;67;39;38;40,2;-8,9;21,6;yellow
1337;3;115892;38,69;#D5D3E2;;213;211;226;248;6;88;85,1;3,5;-7,1;very light grey
1337;5;54111;18,06;#0C151B;;12;21;27;204;55;10;6,3;-1,7;-5,3;very dark blue-cyan
1337;2;44381;14,82;#294749;;41;71;73;183;43;28;28;-10,5;-4,7;dark cyan
1337;1;44024;14,7;#64A4D2;;100;164;210;205;52;82;64,9;-7,6;-29,7;blue-cyan
1337;4;26294;8,78;#0C6DAF;;12;109;175;204;93;68;44,4;-0,4;-42,1;vivid blue-cyan
1337;6;14866;4,96;#A07C61;;160;124;97;25;39;62;54,8;10,2;20,1;red-orange
1338;5;76326;25,5;#4D4F44;;77;79;68;70;13;31;33,1;-3,1;6,2;dark yellow
1338;4;60029;20,06;#DADEDD;;218;222;221;165;1;87;88,1;-1,5;0;very light grey
1338;2;54895;18,34;#727975;;114;121;117;145;5;47;50,1;-3,4;1,3;grey
1338;1;54873;18,33;#A9B1B2;;169;177;178;186;5;69;71,6;-2,6;-1,5;light grey
1338;6;35035;11,71;#1A1B10;;26;27;16;65;40;10;9,3;-2,9;6,9;very dark yellow
1338;3;18142;6,06;#2B5D68;;43;93;104;190;58;40;36,6;-13,3;-11,4;cyan
1339;1;104180;34,81;#D3CED5;;211;206;213;282;3;83;83,3;3;-2,9;very light grey
1339;3;47264;15,79;#909195;;144;145;149;228;3;58;60,2;0,4;-2,2;grey
1339;5;46349;15,49;#616665;;97;102;101;168;4;40;42,7;-2,1;-0,1;grey
1339;6;46166;15,42;#3C423F;;60;66;63;150;9;25;27,3;-3,2;1;dark blue-green
1339;4;39715;13,27;#1A180F;;26;24;15;49;42;10;8,2;-1;5,8;very dark yellow-orange
1339;2;15626;5,22;#523B28;;82;59;40;27;51;32;26,9;7,4;15,7;dark red-orange
1340;1;78030;26,05;#657C42;;101;124;66;83;46;48;49;-18,8;28,9;yellow-green
1340;2;57581;19,22;#9B978F;;155;151;143;40;7;60;62,6;0;4,7;light grey
1340;6;51265;17,11;#70665D;;112;102;93;28;17;43;43,9;2,3;6,5;pale red-orange
1340;4;47590;15,89;#455430;;69;84;48;85;42;32;33,6;-13;19,1;dark yellow-green
1340;3;35313;11,79;#2D2B2B;;45;43;43;0;4;17;17,7;0,9;0,3;very dark grey
1340;5;29789;9,94;#E1E4EA;;225;228;234;220;3;91;90,5;0,1;-3,3;very light grey
1341;3;74259;24,79;#716851;;113;104;81;43;28;44;44,2;-0,4;14,3;orange
1341;1;71897;24;#828888;;130;136;136;180;4;53;56,2;-2,2;-0,8;grey
1341;6;65868;21,99;#74786A;;116;120;106;77;11;47;49,7;-4,2;7,2;pale yellow-green
1341;5;41986;14,02;#889DB6;;136;157;182;212;25;71;63,9;-1,7;-15,4;blue-cyan
1341;2;40061;13,37;#9BBCEB;;155;188;235;215;34;92;75,4;0;-27;light blue-cyan
1341;4;5497;1,83;#DDDAD8;;221;218;216;24;2;86;87,2;0,7;1,3;very light grey
1342;2;61994;20,72;#152626;;21;38;38;180;44;14;13,7;-7;-2,2;very dark cyan
1342;3;60428;20,2;#456968;;69;105;104;178;34;41;41,8;-13;-3,5;cyan
1342;5;59479;19,88;#284547;;40;69;71;183;43;27;27,2;-10,2;-4,6;dark cyan
1342;6;57338;19,16;#688E89;;104;142;137;172;26;55;56,2;-14,3;-1,6;cyan
1342;1;52370;17,5;#91BCB3;;145;188;179;167;22;73;73;-16,2;-0,1;pale cyan
1342;4;7600;2,54;#E2F6ED;;226;246;237;153;8;96;95,2;-8,2;2,1;pale blue-green
1343;5;85935;28,69;#DCE3EF;;220;227;239;217;7;93;90;-0,1;-6,6;white
1343;1;61592;20,56;#3B3F40;;59;63;64;192;7;25;26,3;-1,4;-1,2;dark grey
1343;6;43762;14,61;#606162;;96;97;98;210;2;38;41,1;-0,2;-0,7;dark grey
1343;2;39315;13,12;#BDC5D0;;189;197;208;214;9;81;79,2;-0,6;-6,4;pale blue-cyan
1343;3;35115;11,72;#878E93;;135;142;147;205;8;57;58,6;-1,5;-3,5;pale blue-cyan
1343;4;33849;11,3;#222423;;34;36;35;150;5;14;14;-1,2;0,3;very dark grey
1344;4;103453;34,53;#192027;;25;32;39;210;35;15;11,9;-1;-5,8;very dark blue-cyan
1344;6;54784;18,29;#7F8285;;127;130;133;210;4;52;54,2;-0,5;-2;grey
1344;5;53672;17,92;#95A6BA;;149;166;186;212;19;72;67,4;-1,6;-12,3;pale blue-cyan
1344;1;49899;16,66;#816E5E;;129;110;94;27;27;50;47,8;4,8;11,7;red-orange
1344;2;24752;8,26;#424043;;66;64;67;280;4;26;27,4;1,5;-1,5;dark grey
1344;3;13008;4,34;#E8E5E7;;232;229;231;320;1;91;91,2;1,4;-0,6;very light grey
1345;5;77734;25,98;#4A5458;;74;84;88;197;15;34;35;-3;-3,7;dark blue-cyan
1345;3;61425;20,53;#7B8287;;123;130;135;205;8;52;53,9;-1,5;-3,6;pale blue-cyan
1345;4;61361;20,51;#AFAFAB;;175;175;171;60;2;68;71,4;-0,7;2;light grey
1345;2;55747;18,63;#AEBFD3;;174;191;211;212;17;82;76,7;-1,6;-12;pale blue-cyan
1345;1;39822;13,31;#2C2C28;;44;44;40;60;9;17;17,9;-0,9;2,6;very dark yellow
1345;6;3120;1,04;#B06659;;176;102;89;9;49;69;51,2;28,3;20,2;red
1346;4;97744;32,63;#241A18;;36;26;24;10;33;14;10,4;4,6;3,3;very dark red
1346;1;96421;32,19;#F3F6F3;;243;246;243;120;1;96;96,6;-1,5;1,1;white
1346;5;36704;12,25;#46474C;;70;71;76;230;7;29;30,2;0,7;-3,1;dark grey
1346;2;34566;11,54;#49332A;;73;51;42;17;42;28;23,5;8,5;9,6;dark red-orange
1346;6;21311;7,11;#855C46;;133;92;70;21;47;52;42,9;14;19,4;red-orange
1346;3;12822;4,28;#CDA074;;205;160;116;29;43;80;69;11;29,3;red-orange
1347;1;106898;35,68;#37423B;;55;66;59;141;16;25;26,8;-6,2;2,8;dark blue-green
1347;6;75048;25,05;#3F4C4F;;63;76;79;191;20;31;31,3;-4,4;-3,5;dark cyan
1347;3;45280;15,12;#1F251C;;31;37;28;100;24;14;13,8;-4,9;5,1;very dark yellow-green
1347;4;35246;11,77;#3D4832;;61;72;50;90;30;28;29;-9,1;11,8;dark yellow-green
1347;5;26063;8,7;#6A696A;;106;105;106;300;0;41;44,5;0,6;-0,4;grey
1347;2;11033;3,68;#DCDAD8;;220;218;216;30;1;86;87,2;0,3;1,2;very light grey
1348;3;78202;26,1;#151E22;;21;30;34;198;38;13;10,6;-2,8;-4,1;very dark blue-cyan
1348;2;63914;21,34;#7A9FC6;;122;159;198;210;38;77;64,2;-2,8;-24,1;blue-cyan
1348;1;58627;19,57;#192D50;;25;45;80;218;68;31;18,6;4,9;-23,9;dark blue-cyan
1348;5;52129;17,4;#446490;;68;100;144;214;52;56;41,8;1,6;-27,8;blue-cyan
1348;6;28927;9,66;#6A9EE7;;106;158;231;215;54;90;64,4;3,4;-42,1;blue-cyan
1348;4;17769;5,93;#99968B;;153;150;139;47;9;60;62;-0,9;6,2;pale yellow-orange
1349;2;75455;25,19;#A1C1E5;;161;193;229;211;29;89;76,9;-2,5;-21,4;light blue-cyan
1349;6;69802;23,3;#80633B;;128;99;59;34;53;50;44;6,5;27,1;orange
1349;1;48647;16,24;#52412A;;82;65;42;34;48;32;28,8;3,8;16,8;dark orange
1349;4;40596;13,55;#45576C;;69;87;108;212;36;42;36,3;-1,2;-14,3;blue-cyan
1349;3;36721;12,26;#BE915F;;190;145;95;31;50;74;63,4;10,8;33;orange
1349;5;28347;9,46;#191E23;;25;30;35;210;28;13;11;-0,8;-4,2;very dark blue-cyan
1350;5;105846;35,33;#8B9299;;139;146;153;210;9;60;60,2;-1,1;-4,6;pale blue-cyan
1350;4;68255;22,78;#E7E5E2;;231;229;226;36;2;90;91;0,1;1,7;very light grey
1350;3;44136;14,73;#2F312D;;47;49;45;90;8;19;20;-1,8;2,2;very dark yellow-green
1350;2;42241;14,1;#A09088;;160;144;136;20;15;62;61;4,6;6,4;pale red-orange
1350;6;32244;10,76;#565C5E;;86;92;94;195;8;36;38,6;-1,9;-2;dark blue-cyan
1350;1;6846;2,29;#66432C;;102;67;44;23;56;40;31,9;12,3;20;red-orange
1351;1;122852;40,99;#F6F3DD;;246;243;221;52;10;96;95,5;-2,7;11;pale yellow-orange
1351;5;82884;27,65;#E3DCCE;;227;220;206;40;9;89;88;0;7,7;pale orange
1351;3;44086;14,71;#B0BBAD;;176;187;173;107;7;73;74,7;-6,4;5,8;light grey
1351;2;25394;8,47;#314B59;;49;75;89;201;44;34;30,4;-5,7;-11,4;dark blue-cyan
1351;4;21911;7,31;#72958D;;114;149;141;166;23;58;59;-13,9;0,3;pale cyan
1351;6;2601;0,87;#8F6259;;143;98;89;10;37;56;46;17;12,5;red
1352;3;67217;22,46;#0E0F0B;;14;15;11;75;26;5;4,1;-1;1,7;very dark yellow-green
1352;2;59241;19,79;#CACACE;;202;202;206;240;1;80;81,4;0,7;-2;very light grey
1352;1;48397;16,17;#635A59;;99;90;89;6;10;38;39;3,4;1,9;pale red
1352;4;45405;15,17;#877875;;135;120;117;10;13;52;51,7;5,2;3,8;pale red
1352;5;40639;13,58;#373533;;55;53;51;30;7;21;22,3;0,4;1,6;very dark grey
1352;6;38401;12,83;#CEB2AB;;206;178;171;12;17;80;74,8;8,9;7,3;pale red
1353;3;100609;33,61;#D8DADD;;216;218;221;216;2;86;87;-0,1;-1,7;very light grey
1353;2;57701;19,28;#83898B;;131;137;139;195;5;54;56,7;-1,8;-1,8;grey
1353;6;41562;13,88;#B7B9BA;;183;185;186;200;1;72;75;-0,5;-0,8;light grey
1353;1;40603;13,56;#332C1D;;51;44;29;40;43;20;18,3;0,4;10,9;dark orange
1353;4;31482;10,52;#5C5648;;92;86;72;42;21;36;36,7;-0,2;9;dark orange
1353;5;27374;9,15;#938E7E;;147;142;126;45;14;57;59;-1;9,2;pale yellow-orange
1354;4;93543;31,23;#262A1E;;38;42;30;80;28;16;16,3;-4,5;7,3;very dark yellow-green
1354;1;70211;23,44;#374421;;55;68;33;82;51;26;26,9;-12,2;19,4;dark yellow-green
1354;3;42315;14,13;#5D6B31;;93;107;49;74;54;42;42,9;-15,1;30,4;yellow
1354;2;36118;12,06;#E8E8E8;;232;232;232;0;0;91;92;0;0;very light grey
1354;5;30112;10,05;#9DA29A;;157;162;154;97;4;63;66;-3,3;3,5;light grey
1354;6;27269;9,1;#5E635B;;94;99;91;97;8;38;41,3;-3,6;3,9;pale yellow-green
1355;6;102612;34,25;#1B2119;;27;33;25;105;24;12;11,9;-4,8;4,5;very dark green
1355;2;54279;18,12;#8EA7D6;;142;167;214;219;33;83;68,2;2,5;-26,6;light blue-cyan
1355;4;50941;17;#C4D3EB;;196;211;235;216;16;92;84,1;-0,2;-13,5;pale blue-cyan
1355;1;41921;13,99;#363636;;54;54;54;0;0;21;22,6;0;0;very dark grey
1355;3;31495;10,51;#F0E1D4;;240;225;212;27;11;94;90,4;3;8,2;pale red-orange
1355;5;18320;6,12;#716C85;;113;108;133;252;18;52;46,9;7,3;-13,1;pale blue
1356;3;68315;22,81;#6D757A;;109;117;122;203;10;47;48,7;-1,9;-3,8;pale blue-cyan
1356;2;64580;21,56;#99A7B5;;153;167;181;210;15;71;67,8;-2;-8,9;pale blue-cyan
1356;6;56309;18,8;#C0C6CB;;192;198;203;207;5;79;79,6;-1,1;-3,2;very light grey
1356;1;46410;15,49;#4A4E52;;74;78;82;210;9;32;32,9;-0,7;-2,9;dark blue-cyan
1356;5;41352;13,8;#6D5742;;109;87;66;29;39;42;38,7;5,8;15,6;red-orange
1356;4;22590;7,54;#1F1B1D;;31;27;29;330;12;12;10,3;2,4;-0,7;very dark red-violet
1357;1;96250;32,13;#D6D5DB;;214;213;219;250;2;85;85,5;1,4;-2,8;very light grey
1357;2;62202;20,76;#494F58;;73;79;88;216;17;34;33,4;-0,3;-6,1;dark blue-cyan
1357;4;53185;17,75;#BBBFCB;;187;191;203;225;7;79;77,4;0,9;-6,5;very light grey
1357;5;49055;16,38;#6D717C;;109;113;124;224;12;48;47,6;0,9;-6,6;pale blue-cyan
1357;3;35408;11,82;#95949C;;149;148;156;247;5;61;61,6;1,9;-4,1;light grey
1357;6;3468;1,16;#171A1B;;23;26;27;195;14;10;9;-1,1;-1,2;very dark blue-cyan
1358;4;76121;25,41;#353935;;53;57;53;120;7;22;23,5;-2,6;1,9;dark grey
1358;1;56238;18,77;#616D7A;;97;109;122;211;20;47;45,5;-1,5;-8,7;pale blue-cyan
1358;5;50445;16,84;#7996BC;;121;150;188;214;35;73;61,2;-0,7;-23;blue-cyan
